radioId,timestamp,datetime_utc,latitude,longitude,altitude,nodeId,rssi,snr,hopLimit
AD864DC7,1770765906535,2026-02-10T23:25:06.535Z,40.756140,-77.869719,365.0,8BC192AD,-118,-2,
AD864DC7,1770766152859,2026-02-10T23:29:12.859Z,40.756140,-77.869719,365.0,8BC192AD,-122,-6,
AD864DC7,1770766564585,2026-02-10T23:36:04.585Z,40.756140,-77.869719,365.0,8BC192AD,-119,-3,
AD864DC7,1770766564585,2026-02-10T23:36:04.585Z,40.756140,-77.869719,365.0,8BC192AD,-119,-3,
AD864DC7,1770766584470,2026-02-10T23:36:24.470Z,40.756140,-77.869719,365.0,8BC192AD,-119,-3,
AD864DC7,1770766584470,2026-02-10T23:36:24.470Z,40.756140,-77.869719,365.0,8BC192AD,-119,-3,
AD864DC7,1770766644533,2026-02-10T23:37:24.533Z,40.756140,-77.869719,365.0,8BC192AD,-121,-4.25,
AD864DC7,1770766644533,2026-02-10T23:37:24.533Z,40.756140,-77.869719,365.0,8BC192AD,-121,-4.25,
AD864DC7,1770766664549,2026-02-10T23:37:44.549Z,40.756140,-77.869719,365.0,8BC192AD,-121,-4.25,
AD864DC7,1770766664549,2026-02-10T23:37:44.549Z,40.756140,-77.869719,365.0,8BC192AD,-121,-4.25,
AD864DC7,1770766684502,2026-02-10T23:38:04.502Z,40.756140,-77.869719,365.0,8BC192AD,-120,-4.25,
AD864DC7,1770766684502,2026-02-10T23:38:04.502Z,40.756140,-77.869719,365.0,8BC192AD,-120,-4.25,
AD864DC7,1770766704504,2026-02-10T23:38:24.504Z,40.756140,-77.869719,365.0,8BC192AD,-120,-4.25,
AD864DC7,1770767369139,2026-02-10T23:49:29.139Z,40.756140,-77.869719,365.0,8BC192AD,-121,-4.25,
AD864DC7,1770767369139,2026-02-10T23:49:29.139Z,40.756140,-77.869719,365.0,8BC192AD,-121,-4.25,
AD864DC7,1770767389123,2026-02-10T23:49:49.123Z,40.756140,-77.869719,365.0,8BC192AD,-121,-4.25,
AD864DC7,1770767389123,2026-02-10T23:49:49.123Z,40.756140,-77.869719,365.0,8BC192AD,-121,-4.25,
AD864DC7,1770767409131,2026-02-10T23:50:09.131Z,40.756140,-77.869719,365.0,8BC192AD,-119,-3,
AD864DC7,1770767409131,2026-02-10T23:50:09.131Z,40.756140,-77.869719,365.0,8BC192AD,-119,-3,
AD864DC7,1770767429134,2026-02-10T23:50:29.134Z,40.756140,-77.869719,365.0,8BC192AD,-119,-3,
AD864DC7,1770767429134,2026-02-10T23:50:29.134Z,40.756140,-77.869719,365.0,8BC192AD,-119,-3,
AD864DC7,1770767529128,2026-02-10T23:52:09.128Z,40.756140,-77.869719,365.0,8BC192AD,-119,-2.75,
