radioId,timestamp,datetime_utc,latitude,longitude,altitude,nodeId,rssi,snr,hopLimit
AD864DC7,1770770429128,2026-02-11T00:40:29.128Z,40.756140,-77.869719,365.0,8BC192AD,-120,-4,
AD864DC7,1770770309130,2026-02-11T00:38:29.130Z,40.756140,-77.869719,365.0,8BC192AD,-121,-4.5,
AD864DC7,1770770449128,2026-02-11T00:40:49.128Z,40.756140,-77.869719,365.0,8BC192AD,-120,-4,
AD864DC7,1770770409137,2026-02-11T00:40:09.137Z,40.756140,-77.869719,365.0,8BC192AD,-120,-4,
AD864DC7,1770770469136,2026-02-11T00:41:09.136Z,40.756140,-77.869719,365.0,8BC192AD,-121,-4.75,
AD864DC7,1770770429128,2026-02-11T00:40:29.128Z,40.756140,-77.869719,365.0,8BC192AD,-120,-4,
AD864DC7,1770770489133,2026-02-11T00:41:29.133Z,40.756140,-77.869719,365.0,8BC192AD,-121,-4.75,
AD864DC7,1770770449128,2026-02-11T00:40:49.128Z,40.756140,-77.869719,365.0,8BC192AD,-120,-4,
AD864DC7,1770770509134,2026-02-11T00:41:49.134Z,40.756140,-77.869719,365.0,8BC192AD,-121,-4.5,
AD864DC7,1770770469136,2026-02-11T00:41:09.136Z,40.756140,-77.869719,365.0,8BC192AD,-121,-4.75,
AD864DC7,1770770489133,2026-02-11T00:41:29.133Z,40.756140,-77.869719,365.0,8BC192AD,-121,-4.75,
AD864DC7,1770770529122,2026-02-11T00:42:09.122Z,40.756140,-77.869719,365.0,8BC192AD,-121,-4.5,
AD864DC7,1770770549138,2026-02-11T00:42:29.138Z,40.756140,-77.869719,365.0,8BC192AD,-121,-4.5,
AD864DC7,1770770509134,2026-02-11T00:41:49.134Z,40.756140,-77.869719,365.0,8BC192AD,-121,-4.5,
AD864DC7,1770770688344,2026-02-11T00:44:48.344Z,40.756140,-77.869719,365.0,8BC192AD,-120,-3.5,
AD864DC7,1770770529122,2026-02-11T00:42:09.122Z,40.756140,-77.869719,365.0,8BC192AD,-121,-4.5,
AD864DC7,1770770549138,2026-02-11T00:42:29.138Z,40.756140,-77.869719,365.0,8BC192AD,-121,-4.5,
AD864DC7,1770770688344,2026-02-11T00:44:48.344Z,40.756140,-77.869719,365.0,8BC192AD,-120,-3.5,
AD864DC7,1770770707535,2026-02-11T00:45:07.535Z,40.756140,-77.869719,365.0,8BC192AD,-120,-3.5,
AD864DC7,1770770728123,2026-02-11T00:45:28.123Z,40.756140,-77.869719,365.0,8BC192AD,-120,-3.5,
