radioId,timestamp,datetime_utc,latitude,longitude,altitude,nodeId,rssi,snr,hopLimit
AD864DC7,1770776409836,2026-02-11T02:20:09.836Z,40.832229,-77.804795,308.6,A3472DEE,-115,-3,
AD864DC7,1770776409849,2026-02-11T02:20:09.849Z,40.832229,-77.804795,308.6,8BC192AD,-106,3.25,
AD864DC7,1770776349848,2026-02-11T02:19:09.848Z,40.832222,-77.804799,308.6,54A4C7C2,-112,0.25,
AD864DC7,1770776409849,2026-02-11T02:20:09.849Z,40.832229,-77.804795,308.6,8BC192AD,-106,3.25,
AD864DC7,1770776429831,2026-02-11T02:20:29.831Z,40.832228,-77.804795,308.6,8BC192AD,-105,4.75,
AD864DC7,1770776429831,2026-02-11T02:20:29.831Z,40.832228,-77.804795,308.6,8BC192AD,-105,4.75,
AD864DC7,1770776349857,2026-02-11T02:19:09.857Z,40.832222,-77.804799,308.6,8BC192AD,-117,-4,
AD864DC7,1770776429841,2026-02-11T02:20:29.841Z,40.832228,-77.804795,308.6,A3472DEE,-115,-3,
AD864DC7,1770776429841,2026-02-11T02:20:29.841Z,40.832228,-77.804795,308.6,A3472DEE,-115,-3,
AD864DC7,1770776369832,2026-02-11T02:19:29.832Z,40.832229,-77.804796,308.5,A3472DEE,-116,-3,
AD864DC7,1770776449833,2026-02-11T02:20:49.833Z,40.832117,-77.804561,308.6,8BC192AD,-99,8,
AD864DC7,1770776449833,2026-02-11T02:20:49.833Z,40.832117,-77.804561,308.6,8BC192AD,-99,8,
AD864DC7,1770776369841,2026-02-11T02:19:29.841Z,40.832229,-77.804796,308.5,8BC192AD,-114,-1.25,
AD864DC7,1770776469835,2026-02-11T02:21:09.835Z,40.832105,-77.804551,308.7,8BC192AD,-103,4.75,
AD864DC7,1770776469835,2026-02-11T02:21:09.835Z,40.832105,-77.804551,308.7,8BC192AD,-103,4.75,
AD864DC7,1770776389834,2026-02-11T02:19:49.834Z,40.832229,-77.804795,308.5,8BC192AD,-114,-1.25,
AD864DC7,1770776489836,2026-02-11T02:21:29.836Z,40.832105,-77.804550,308.5,8BC192AD,-112,0.75,
AD864DC7,1770776489836,2026-02-11T02:21:29.836Z,40.832105,-77.804550,308.5,8BC192AD,-112,0.75,
AD864DC7,1770776389844,2026-02-11T02:19:49.844Z,40.832229,-77.804795,308.5,A3472DEE,-116,-4.75,
AD864DC7,1770776509834,2026-02-11T02:21:49.834Z,40.832038,-77.804355,308.5,8BC192AD,-112,0.75,
AD864DC7,1770776509834,2026-02-11T02:21:49.834Z,40.832038,-77.804355,308.5,8BC192AD,-112,0.75,
AD864DC7,1770776409836,2026-02-11T02:20:09.836Z,40.832229,-77.804795,308.6,A3472DEE,-115,-3,
AD864DC7,1770776569834,2026-02-11T02:22:49.834Z,40.832682,-77.804017,308.5,8BC192AD,-113,0.25,
