radioId,timestamp,datetime_utc,latitude,longitude,altitude,nodeId,rssi,snr,hopLimit
AD864DC7,1770777969841,2026-02-11T02:46:09.841Z,40.832679,-77.804018,308.5,A3472DEE,-116,-2.75,
AD864DC7,1770777989838,2026-02-11T02:46:29.838Z,40.832679,-77.804018,308.5,A3472DEE,-116,-2.75,
AD864DC7,1770777989840,2026-02-11T02:46:29.840Z,40.832679,-77.804018,308.5,8BC192AD,-122,-7.5,
AD864DC7,1770778009842,2026-02-11T02:46:49.842Z,40.832679,-77.804018,308.5,8BC192AD,-122,-7.5,
AD864DC7,1770778009844,2026-02-11T02:46:49.844Z,40.832679,-77.804018,308.5,A3472DEE,-118,-4,
AD864DC7,1770778029844,2026-02-11T02:47:09.844Z,40.832679,-77.804018,308.5,A3472DEE,-118,-4,
AD864DC7,1770778049844,2026-02-11T02:47:29.844Z,40.832679,-77.804018,308.5,A3472DEE,-118,-3.75,
AD864DC7,1770778049846,2026-02-11T02:47:29.846Z,40.832679,-77.804018,308.5,8BC192AD,-114,-0.5,
AD864DC7,1770778069841,2026-02-11T02:47:49.841Z,40.832679,-77.804018,308.5,A3472DEE,-118,-4.75,
AD864DC7,1770778069844,2026-02-11T02:47:49.844Z,40.832679,-77.804018,308.5,8BC192AD,-114,-0.5,
AD864DC7,1770778089841,2026-02-11T02:48:09.841Z,40.832679,-77.804018,308.5,A3472DEE,-117,-4.25,
AD864DC7,1770778109844,2026-02-11T02:48:29.844Z,40.832679,-77.804018,308.5,A3472DEE,-117,-4.25,
AD864DC7,1770778109846,2026-02-11T02:48:29.846Z,40.832679,-77.804018,308.5,8BC192AD,-116,-1.5,
AD864DC7,1770778129841,2026-02-11T02:48:49.841Z,40.832679,-77.804018,308.5,8BC192AD,-116,-1.5,
AD864DC7,1770778149841,2026-02-11T02:49:09.841Z,40.832679,-77.804017,308.5,A3472DEE,-117,-3,
AD864DC7,1770778169842,2026-02-11T02:49:29.842Z,40.832680,-77.804017,308.5,A3472DEE,-117,-3,
AD864DC7,1770778169844,2026-02-11T02:49:29.844Z,40.832680,-77.804017,308.5,8BC192AD,-115,-1.75,
AD864DC7,1770778189842,2026-02-11T02:49:49.842Z,40.832680,-77.804017,308.5,8BC192AD,-115,-1.75,
AD864DC7,1770778229842,2026-02-11T02:50:29.842Z,40.832680,-77.804017,308.5,8BC192AD,-117,-4.25,
AD864DC7,1770778229844,2026-02-11T02:50:29.844Z,40.832680,-77.804017,308.5,A3472DEE,-117,-3.25,
